ConfirmFirstMeasureToSideOfTable()
Table measured at :97
ConfirmFirstMeasureToSideOfTable() - done
MoveTableToScanStartPosition()
Moving table to upper limit
Moving table to upper limit - done
MoveTableToScanStartPosition() - done
Press confirm to begin scan?
PerformScan
Revolution 0
20:40 touched True steps 403
20:41 touched True steps 402
20:42 touched True steps 399
20:43 touched True steps 399
20:44 touched True steps 398
20:45 touched True steps 395
20:46 touched True steps 384
20:47 touched True steps 379
20:48 touched True steps 374
20:49 touched True steps 375
20:50 touched True steps 371
Revolution 21
21:0 touched True steps 370
21:1 touched True steps 369
21:2 touched True steps 372
21:3 touched True steps 377
21:4 touched True steps 377
21:5 touched True steps 379
21:6 touched True steps 383
21:7 touched True steps 385
21:8 touched True steps 388
21:9 touched True steps 390
21:10 touched True steps 393
21:11 touched True steps 393
21:12 touched True steps 395
21:13 touched True steps 397
21:14 touched True steps 398
21:15 touched True steps 399
21:16 touched True steps 400
21:17 touched True steps 402
21:18 touched True steps 403
21:19 touched True steps 404
21:20 touched True steps 404
21:21 touched True steps 404
21:22 touched True steps 405
21:23 touched True steps 402
21:24 touched True steps 400
21:25 touched True steps 402
21:26 touched True steps 399
21:27 touched True steps 398
21:28 touched True steps 393
21:29 touched True steps 395
21:30 touched True steps 399
21:31 touched True steps 405
21:32 touched True steps 382
21:33 touched True steps 382
21:34 touched True steps 387
21:35 touched True steps 391
21:36 touched True steps 395
21:37 touched True steps 399
21:38 touched True steps 401
21:39 touched True steps 401
21:40 touched True steps 400
21:41 touched True steps 398
21:42 touched True steps 398
21:43 touched True steps 397
21:44 touched True steps 395
21:45 touched True steps 392
21:46 touched True steps 388
21:47 touched True steps 383
21:48 touched True steps 381
21:49 touched True steps 382
21:50 touched True steps 383
Revolution 22
22:0 touched True steps 380
22:1 touched True steps 378
22:2 touched True steps 378
22:3 touched True steps 378
22:4 touched True steps 380
22:5 touched True steps 381
22:6 touched True steps 384
22:7 touched True steps 385
22:8 touched True steps 386
22:9 touched True steps 389
22:10 touched True steps 392
22:11 touched True steps 395
22:12 touched True steps 396
22:13 touched True steps 396
22:14 touched True steps 398
22:15 touched True steps 398
22:16 touched True steps 399
22:17 touched True steps 402
22:18 touched True steps 405
22:19 touched True steps 407
22:20 touched True steps 408
22:21 touched True steps 410
22:22 touched True steps 408
22:23 touched True steps 401
22:24 touched True steps 402
22:25 touched True steps 401
22:26 touched True steps 399
22:27 touched True steps 398
22:28 touched True steps 395
22:29 touched True steps 400
22:30 touched True steps 400
22:31 touched True steps 403
22:32 touched True steps 385
22:33 touched True steps 386
22:34 touched True steps 390
22:35 touched True steps 394
22:36 touched True steps 399
22:37 touched True steps 402
22:38 touched True steps 401
22:39 touched True steps 404
22:40 touched True steps 404
22:41 touched True steps 400
22:42 touched True steps 402
22:43 touched True steps 399
22:44 touched True steps 397
22:45 touched True steps 393
22:46 touched True steps 387
22:47 touched True steps 385
22:48 touched True steps 385
22:49 touched True steps 383
22:50 touched True steps 384
Revolution 23
23:0 touched True steps 381
23:1 touched True steps 380
23:2 touched True steps 381
23:3 touched True steps 382
23:4 touched True steps 384
23:5 touched True steps 386
23:6 touched True steps 387
23:7 touched True steps 389
23:8 touched True steps 391
23:9 touched True steps 394
23:10 touched True steps 395
23:11 touched True steps 399
23:12 touched True steps 400
23:13 touched True steps 401
23:14 touched True steps 402
23:15 touched True steps 402
23:16 touched True steps 405
23:17 touched True steps 407
23:18 touched True steps 412
23:19 touched True steps 416
23:20 touched True steps 416
23:21 touched True steps 412
23:22 touched True steps 410
23:23 touched True steps 405
23:24 touched True steps 404
23:25 touched True steps 405
23:26 touched True steps 406
23:27 touched True steps 406
23:28 touched True steps 407
23:29 touched True steps 403
23:30 touched True steps 407
23:31 touched True steps 406
23:32 touched True steps 422
23:33 touched True steps 390
23:34 touched True steps 392
23:35 touched True steps 396
23:36 touched True steps 399
23:37 touched True steps 402
23:38 touched True steps 405
23:39 touched True steps 411
23:40 touched True steps 411
23:41 touched True steps 412
23:42 touched True steps 402
23:43 touched True steps 403
23:44 touched True steps 405
23:45 touched True steps 400
23:46 touched True steps 387
23:47 touched True steps 386
23:48 touched True steps 387
23:49 touched True steps 389
23:50 touched True steps 388
Revolution 24
24:0 touched True steps 388
24:1 touched True steps 387
24:2 touched True steps 387
24:3 touched True steps 387
24:4 touched True steps 387
24:5 touched True steps 386
24:6 touched True steps 385
24:7 touched True steps 388
24:8 touched True steps 389
24:9 touched True steps 392
24:10 touched True steps 395
24:11 touched True steps 397
24:12 touched True steps 399
24:13 touched True steps 399
24:14 touched True steps 400
24:15 touched True steps 402
24:16 touched True steps 405
24:17 touched True steps 409
24:18 touched True steps 414
24:19 touched True steps 414
24:20 touched True steps 412
24:21 touched True steps 412
24:22 touched True steps 410
24:23 touched True steps 407
24:24 touched True steps 406
24:25 touched True steps 407
24:26 touched True steps 409
24:27 touched True steps 410
24:28 touched True steps 412
24:29 touched True steps 406
24:30 touched True steps 413
24:31 touched True steps 416
24:32 touched True steps 426
24:33 touched True steps 393
24:34 touched True steps 395
24:35 touched True steps 402
24:36 touched True steps 402
24:37 touched True steps 410
24:38 touched True steps 412
24:39 touched True steps 412
24:40 touched True steps 413
24:41 touched True steps 412
24:42 touched True steps 411
24:43 touched True steps 405
24:44 touched True steps 405
24:45 touched True steps 408
24:46 touched True steps 386
24:47 touched True steps 386
24:48 touched True steps 387
24:49 touched True steps 391
24:50 touched True steps 390
Revolution 25
25:0 touched True steps 391
25:1 touched True steps 392
25:2 touched True steps 394
25:3 touched True steps 395
25:4 touched True steps 396
25:5 touched True steps 402
25:6 touched True steps 387
25:7 touched True steps 380
25:8 touched True steps 388
25:9 touched True steps 392
25:10 touched True steps 394
25:11 touched True steps 397
25:12 touched True steps 398
25:13 touched True steps 400
25:14 touched True steps 402
25:15 touched True steps 404
25:16 touched True steps 409
25:17 touched True steps 415
25:18 touched True steps 421
25:19 touched True steps 420
25:20 touched True steps 417
25:21 touched True steps 415
25:22 touched True steps 413
25:23 touched True steps 411
25:24 touched True steps 411
25:25 touched True steps 415
25:26 touched True steps 413
25:27 touched True steps 421
25:28 touched True steps 421
25:29 touched True steps 422
25:30 touched True steps 424
25:31 touched True steps 425
25:32 touched True steps 425
25:33 touched True steps 425
25:34 touched True steps 402
25:35 touched True steps 404
25:36 touched True steps 408
25:37 touched True steps 410
25:38 touched True steps 411
25:39 touched True steps 412
25:40 touched True steps 412
25:41 touched True steps 412
25:42 touched True steps 413
25:43 touched True steps 409
25:44 touched True steps 399
25:45 touched True steps 390
25:46 touched True steps 388
25:47 touched True steps 386
25:48 touched True steps 390
25:49 touched True steps 392
25:50 touched True steps 393
Revolution 26
26:0 touched True steps 394
26:1 touched True steps 394
26:2 touched True steps 397
26:3 touched True steps 400
26:4 touched True steps 400
26:5 touched True steps 405
26:6 touched True steps 412
26:7 touched True steps 411
26:8 touched True steps 392
26:9 touched True steps 396
26:10 touched True steps 402
26:11 touched True steps 408
26:12 touched True steps 423
26:13 touched True steps 425
26:14 touched True steps 426
26:15 touched True steps 428
26:16 touched True steps 428
26:17 touched True steps 428
26:18 touched True steps 426
26:19 touched True steps 425
26:20 touched True steps 422
26:21 touched True steps 422
26:22 touched True steps 420
26:23 touched True steps 422
26:24 touched True steps 415
26:25 touched True steps 419
26:26 touched True steps 421
26:27 touched True steps 422
26:28 touched True steps 426
26:29 touched True steps 429
26:30 touched True steps 430
26:31 touched True steps 429
26:32 touched True steps 429
26:33 touched True steps 433
26:34 touched True steps 404
26:35 touched True steps 400
26:36 touched True steps 404
26:37 touched True steps 407
26:38 touched True steps 409
26:39 touched True steps 410
26:40 touched True steps 410
26:41 touched True steps 408
26:42 touched True steps 404
26:43 touched True steps 396
26:44 touched True steps 393
26:45 touched True steps 391
26:46 touched True steps 387
26:47 touched True steps 387
26:48 touched True steps 390
26:49 touched True steps 393
26:50 touched True steps 394
Revolution 27
27:0 touched True steps 395
27:1 touched True steps 397
27:2 touched True steps 400
27:3 touched True steps 401
27:4 touched True steps 407
27:5 touched True steps 409
27:6 touched True steps 412
27:7 touched True steps 414
27:8 touched True steps 419
27:9 touched True steps 417
27:10 touched True steps 419
27:11 touched True steps 421
27:12 touched True steps 424
27:13 touched True steps 424
27:14 touched True steps 426
27:15 touched True steps 427
27:16 touched True steps 427
27:17 touched True steps 428
27:18 touched True steps 428
27:19 touched True steps 427
27:20 touched True steps 426
27:21 touched True steps 426
27:22 touched True steps 425
27:23 touched True steps 423
27:24 touched True steps 422
27:25 touched True steps 419
27:26 touched True steps 421
27:27 touched True steps 425
27:28 touched True steps 428
27:29 touched True steps 431
27:30 touched True steps 430
27:31 touched True steps 430
27:32 touched True steps 431
27:33 touched True steps 394
27:34 touched True steps 393
27:35 touched True steps 392
27:36 touched True steps 395
27:37 touched True steps 403
27:38 touched True steps 404
27:39 touched True steps 404
27:40 touched True steps 403
27:41 touched True steps 398
27:42 touched True steps 394
27:43 touched True steps 393
27:44 touched True steps 392
27:45 touched True steps 391
27:46 touched True steps 390
27:47 touched True steps 390
27:48 touched True steps 394
27:49 touched True steps 395
27:50 touched True steps 395
Revolution 28
28:0 touched True steps 396
28:1 touched True steps 398
28:2 touched True steps 401
28:3 touched True steps 404
28:4 touched True steps 408
28:5 touched True steps 411
28:6 touched True steps 414
28:7 touched True steps 418
28:8 touched True steps 425
28:9 touched True steps 420
28:10 touched True steps 424
28:11 touched True steps 420
28:12 touched True steps 427
28:13 touched True steps 426
28:14 touched True steps 426
28:15 touched True steps 427
28:16 touched True steps 427
28:17 touched True steps 430
28:18 touched True steps 429
28:19 touched True steps 429
28:20 touched True steps 427
28:21 touched True steps 428
28:22 touched True steps 426
28:23 touched True steps 427
28:24 touched True steps 423
28:25 touched True steps 421
28:26 touched True steps 423
28:27 touched True steps 426
28:28 touched True steps 428
28:29 touched True steps 428
28:30 touched True steps 429
28:31 touched True steps 431
28:32 touched True steps 395
28:33 touched True steps 393
28:34 touched True steps 395
28:35 touched True steps 392
28:36 touched True steps 387
28:37 touched True steps 385
28:38 touched True steps 386
28:39 touched True steps 389
28:40 touched True steps 389
28:41 touched True steps 390
28:42 touched True steps 393
28:43 touched True steps 393
28:44 touched True steps 394
28:45 touched True steps 395
28:46 touched True steps 394
28:47 touched True steps 398
28:48 touched True steps 404
28:49 touched True steps 408
28:50 touched True steps 416
Revolution 29
29:0 touched True steps 400
29:1 touched True steps 400
29:2 touched True steps 401
29:3 touched True steps 406
29:4 touched True steps 408
29:5 touched True steps 413
29:6 touched True steps 418
29:7 touched True steps 421
29:8 touched True steps 425
29:9 touched True steps 432
29:10 touched True steps 435
29:11 touched True steps 432
29:12 touched True steps 433
29:13 touched True steps 433
29:14 touched True steps 432
29:15 touched True steps 431
29:16 touched True steps 432
29:17 touched True steps 434
29:18 touched True steps 434
29:19 touched True steps 437
29:20 touched True steps 438
29:21 touched True steps 437
29:22 touched True steps 435
29:23 touched True steps 434
29:24 touched False steps 490
29:25 touched True steps 425
29:26 touched True steps 425
29:27 touched True steps 426
29:28 touched True steps 426
29:29 touched True steps 427
29:30 touched True steps 430
29:31 touched True steps 435
29:32 touched True steps 393
29:33 touched True steps 397
29:34 touched True steps 395
29:35 touched True steps 392
29:36 touched True steps 389
29:37 touched True steps 383
29:38 touched True steps 381
29:39 touched True steps 382
29:40 touched True steps 387
29:41 touched True steps 390
29:42 touched True steps 394
29:43 touched True steps 396
29:44 touched True steps 398
29:45 touched True steps 400
29:46 touched True steps 399
29:47 touched True steps 403
29:48 touched True steps 407
29:49 touched True steps 414
29:50 touched True steps 419
Revolution 30
30:0 touched True steps 423
30:1 touched True steps 426
30:2 touched True steps 432
30:3 touched True steps 408
30:4 touched True steps 412
30:5 touched True steps 415
30:6 touched True steps 420
30:7 touched True steps 424
30:8 touched True steps 428
30:9 touched True steps 431
30:10 touched True steps 438
30:11 touched True steps 442
30:12 touched True steps 447
30:13 touched True steps 456
30:14 touched True steps 473
30:15 touched True steps 475
30:16 touched True steps 478
30:17 touched True steps 480
30:18 touched True steps 483
30:19 touched True steps 487
30:20 touched False steps 490
30:21 touched False steps 490
30:22 touched False steps 490
30:23 touched False steps 490
30:24 touched False steps 490
30:25 touched False steps 490
30:26 touched False steps 490
30:27 touched True steps 427
30:28 touched True steps 426
30:29 touched True steps 427
30:30 touched True steps 432
30:31 touched True steps 395
30:32 touched True steps 397
30:33 touched True steps 399
30:34 touched True steps 395
30:35 touched True steps 391
30:36 touched True steps 389
30:37 touched True steps 390
30:38 touched True steps 394
30:39 touched True steps 400
30:40 touched True steps 405
30:41 touched True steps 408
30:42 touched True steps 407
30:43 touched True steps 401
30:44 touched True steps 402
30:45 touched True steps 403
30:46 touched True steps 404
30:47 touched True steps 407
30:48 touched True steps 413
30:49 touched True steps 417
30:50 touched True steps 420
Revolution 31
31:0 touched True steps 425
31:1 touched True steps 428
31:2 touched True steps 431
31:3 touched True steps 434
31:4 touched True steps 438
31:5 touched True steps 441
31:6 touched True steps 444
31:7 touched True steps 445
31:8 touched True steps 449
31:9 touched True steps 449
31:10 touched True steps 456
31:11 touched True steps 462
31:12 touched True steps 466
31:13 touched True steps 469
31:14 touched True steps 467
31:15 touched True steps 474
31:16 touched True steps 476
31:17 touched True steps 479
31:18 touched True steps 486
31:19 touched False steps 490
31:20 touched False steps 490
31:21 touched False steps 490
31:22 touched False steps 490
31:23 touched False steps 490
31:24 touched False steps 490
31:25 touched False steps 490
31:26 touched False steps 490
31:27 touched False steps 490
31:28 touched True steps 430
31:29 touched True steps 429
31:30 touched True steps 398
31:31 touched True steps 413
31:32 touched True steps 407
31:33 touched True steps 403
31:34 touched True steps 394
31:35 touched True steps 390
31:36 touched True steps 389
31:37 touched True steps 391
31:38 touched True steps 394
31:39 touched True steps 399
31:40 touched True steps 405
31:41 touched True steps 408
31:42 touched True steps 411
31:43 touched True steps 412
31:44 touched True steps 411
31:45 touched True steps 410
31:46 touched True steps 411
31:47 touched True steps 412
31:48 touched True steps 415
31:49 touched True steps 418
31:50 touched True steps 423
Revolution 32
32:0 touched True steps 426
32:1 touched True steps 430
32:2 touched True steps 434
32:3 touched True steps 438
32:4 touched True steps 442
32:5 touched True steps 445
32:6 touched True steps 448
32:7 touched True steps 452
32:8 touched True steps 455
32:9 touched True steps 461
32:10 touched True steps 465
32:11 touched True steps 449
32:12 touched True steps 452
32:13 touched True steps 455
32:14 touched True steps 452
32:15 touched True steps 454
32:16 touched True steps 456
32:17 touched True steps 457
32:18 touched True steps 458
32:19 touched True steps 461
32:20 touched True steps 467
32:21 touched False steps 490
32:22 touched False steps 490
32:23 touched False steps 490
32:24 touched False steps 490
32:25 touched False steps 490
32:26 touched True steps 425
32:27 touched True steps 427
32:28 touched True steps 429
32:29 touched True steps 422
32:30 touched True steps 418
32:31 touched True steps 413
32:32 touched True steps 410
32:33 touched True steps 403
32:34 touched True steps 395
32:35 touched True steps 393
32:36 touched True steps 393
32:37 touched True steps 396
32:38 touched True steps 400
32:39 touched True steps 405
32:40 touched True steps 410
32:41 touched True steps 412
32:42 touched True steps 414
32:43 touched True steps 415
32:44 touched True steps 416
32:45 touched True steps 416
32:46 touched True steps 419
32:47 touched True steps 421
32:48 touched True steps 424
32:49 touched True steps 421
32:50 touched True steps 424
Revolution 33
33:0 touched True steps 427
33:1 touched True steps 431
33:2 touched True steps 435
33:3 touched True steps 438
33:4 touched True steps 441
33:5 touched True steps 445
33:6 touched True steps 449
33:7 touched True steps 452
33:8 touched True steps 454
33:9 touched True steps 457
33:10 touched True steps 461
33:11 touched True steps 463
33:12 touched True steps 466
33:13 touched True steps 469
33:14 touched True steps 472
33:15 touched True steps 476
33:16 touched True steps 485
33:17 touched False steps 490
33:18 touched False steps 490
33:19 touched False steps 490
33:20 touched False steps 490
33:21 touched False steps 490
33:22 touched False steps 490
33:23 touched False steps 490
33:24 touched False steps 490
33:25 touched False steps 490
33:26 touched False steps 490
33:27 touched False steps 490
33:28 touched False steps 490
33:29 touched True steps 434
33:30 touched True steps 439
33:31 touched True steps 420
33:32 touched True steps 413
33:33 touched True steps 406
33:34 touched True steps 393
33:35 touched True steps 394
33:36 touched True steps 397
33:37 touched True steps 396
33:38 touched True steps 401
33:39 touched True steps 408
33:40 touched True steps 410
33:41 touched True steps 412
33:42 touched True steps 413
33:43 touched True steps 414
33:44 touched True steps 416
33:45 touched True steps 417
33:46 touched True steps 422
33:47 touched True steps 426
33:48 touched True steps 429
33:49 touched True steps 429
33:50 touched True steps 428
Revolution 34
34:0 touched True steps 432
34:1 touched True steps 433
34:2 touched True steps 437
34:3 touched True steps 441
34:4 touched True steps 444
34:5 touched True steps 448
34:6 touched True steps 451
34:7 touched True steps 455
34:8 touched True steps 457
34:9 touched True steps 460
34:10 touched True steps 463
34:11 touched True steps 466
34:12 touched True steps 468
34:13 touched True steps 471
34:14 touched True steps 474
34:15 touched True steps 479
34:16 touched True steps 487
34:17 touched False steps 490
34:18 touched False steps 490
34:19 touched False steps 490
34:20 touched False steps 490
34:21 touched False steps 490
34:22 touched False steps 490
34:23 touched False steps 490
34:24 touched False steps 490
34:25 touched False steps 490
34:26 touched False steps 490
34:27 touched False steps 490
34:28 touched False steps 490
34:29 touched False steps 490
34:30 touched True steps 435
34:31 touched True steps 432
34:32 touched True steps 427
34:33 touched True steps 412
34:34 touched True steps 395
34:35 touched True steps 396
34:36 touched True steps 403
34:37 touched True steps 406
34:38 touched True steps 407
34:39 touched True steps 409
34:40 touched True steps 411
34:41 touched True steps 412
34:42 touched True steps 414
34:43 touched True steps 415
34:44 touched True steps 415
34:45 touched True steps 419
34:46 touched True steps 421
34:47 touched True steps 425
34:48 touched True steps 430
34:49 touched True steps 435
34:50 touched True steps 438
Revolution 35
35:0 touched True steps 438
35:1 touched True steps 437
35:2 touched True steps 440
35:3 touched True steps 445
35:4 touched True steps 447
35:5 touched True steps 451
35:6 touched True steps 454
35:7 touched True steps 457
35:8 touched True steps 460
35:9 touched True steps 463
35:10 touched True steps 466
35:11 touched True steps 468
35:12 touched True steps 471
35:13 touched True steps 474
35:14 touched True steps 477
35:15 touched False steps 490
35:16 touched True steps 487
35:17 touched False steps 490
35:18 touched False steps 490
35:19 touched False steps 490
35:20 touched False steps 490
35:21 touched False steps 490
35:22 touched False steps 490
35:23 touched False steps 490
35:24 touched False steps 490
35:25 touched False steps 490
35:26 touched False steps 490
35:27 touched False steps 490
35:28 touched False steps 490
35:29 touched False steps 490
35:30 touched False steps 490
35:31 touched False steps 490
35:32 touched True steps 424
35:33 touched True steps 416
35:34 touched True steps 413
35:35 touched True steps 400
35:36 touched True steps 400
35:37 touched True steps 400
35:38 touched True steps 397
35:39 touched True steps 396
35:40 touched True steps 401
35:41 touched True steps 404
35:42 touched True steps 406
35:43 touched True steps 408
35:44 touched True steps 410
35:45 touched True steps 414
35:46 touched True steps 418
35:47 touched True steps 419
35:48 touched True steps 427
35:49 touched True steps 429
35:50 touched True steps 436
Revolution 36
36:0 touched True steps 441
36:1 touched True steps 441
36:2 touched True steps 444
36:3 touched True steps 448
36:4 touched True steps 452
36:5 touched True steps 457
36:6 touched True steps 460
36:7 touched True steps 464
36:8 touched True steps 467
36:9 touched True steps 471
36:10 touched True steps 474
36:11 touched True steps 464
36:12 touched True steps 467
36:13 touched True steps 469
36:14 touched True steps 472
36:15 touched True steps 478
36:16 touched False steps 490
36:17 touched False steps 490
36:18 touched False steps 490
36:19 touched False steps 490
36:20 touched False steps 490
36:21 touched False steps 490
36:22 touched False steps 490
36:23 touched False steps 490
36:24 touched False steps 490
36:25 touched False steps 490
36:26 touched False steps 490
36:27 touched False steps 490
36:28 touched False steps 490
36:29 touched False steps 490
36:30 touched False steps 490
36:31 touched False steps 490
36:32 touched True steps 421
36:33 touched True steps 423
36:34 touched True steps 408
36:35 touched True steps 402
36:36 touched True steps 401
36:37 touched True steps 396
36:38 touched True steps 393
36:39 touched True steps 394
36:40 touched True steps 396
36:41 touched True steps 400
36:42 touched True steps 403
36:43 touched True steps 406
36:44 touched True steps 408
36:45 touched True steps 412
36:46 touched True steps 415
36:47 touched True steps 419
36:48 touched True steps 423
36:49 touched True steps 429
36:50 touched True steps 432
Revolution 37
37:0 touched True steps 436
37:1 touched True steps 441
37:2 touched True steps 447
37:3 touched True steps 451
37:4 touched True steps 455
37:5 touched True steps 459
37:6 touched True steps 464
37:7 touched True steps 467
37:8 touched True steps 472
37:9 touched True steps 473
37:10 touched True steps 477
37:11 touched True steps 480
37:12 touched True steps 484
37:13 touched False steps 490
37:14 touched False steps 490
37:15 touched False steps 490
37:16 touched False steps 490
37:17 touched False steps 490
37:18 touched False steps 490
37:19 touched False steps 490
37:20 touched False steps 490
37:21 touched False steps 490
37:22 touched False steps 490
37:23 touched False steps 490
37:24 touched False steps 490
37:25 touched False steps 490
37:26 touched False steps 490
37:27 touched False steps 490
37:28 touched False steps 490
37:29 touched False steps 490
37:30 touched False steps 490
37:31 touched False steps 490
37:32 touched False steps 490
37:33 touched True steps 423
37:34 touched True steps 408
37:35 touched True steps 406
37:36 touched True steps 399
37:37 touched True steps 392
37:38 touched True steps 392
37:39 touched True steps 393
37:40 touched True steps 397
37:41 touched True steps 401
37:42 touched True steps 406
37:43 touched True steps 409
37:44 touched True steps 412
37:45 touched True steps 415
37:46 touched True steps 418
37:47 touched True steps 422
37:48 touched True steps 425
37:49 touched True steps 429
37:50 touched True steps 434
Revolution 38
38:0 touched True steps 438
38:1 touched True steps 443
38:2 touched True steps 448
38:3 touched True steps 452
38:4 touched True steps 456
38:5 touched True steps 461
38:6 touched True steps 465
38:7 touched True steps 469
38:8 touched True steps 473
38:9 touched True steps 475
38:10 touched True steps 480
38:11 touched True steps 485
38:12 touched False steps 490
38:13 touched False steps 490
38:14 touched False steps 490
38:15 touched False steps 490
38:16 touched False steps 490
38:17 touched False steps 490
38:18 touched False steps 490
38:19 touched False steps 490
38:20 touched False steps 490
38:21 touched False steps 490
38:22 touched False steps 490
38:23 touched False steps 490
38:24 touched False steps 490
38:25 touched False steps 490
38:26 touched False steps 490
38:27 touched False steps 490
38:28 touched False steps 490
38:29 touched False steps 490
38:30 touched False steps 490
38:31 touched False steps 490
38:32 touched False steps 490
38:33 touched False steps 490
38:34 touched True steps 413
38:35 touched True steps 401
38:36 touched True steps 400
38:37 touched True steps 400
38:38 touched True steps 400
38:39 touched True steps 397
38:40 touched True steps 394
38:41 touched True steps 396
38:42 touched True steps 399
38:43 touched True steps 404
38:44 touched True steps 407
38:45 touched True steps 412
38:46 touched True steps 416
38:47 touched True steps 421
38:48 touched True steps 425
38:49 touched True steps 430
38:50 touched True steps 435
Revolution 39
39:0 touched True steps 440
39:1 touched True steps 445
39:2 touched True steps 452
39:3 touched True steps 456
39:4 touched True steps 461
39:5 touched True steps 466
39:6 touched True steps 471
39:7 touched True steps 474
39:8 touched True steps 476
39:9 touched True steps 481
39:10 touched True steps 485
39:11 touched False steps 490
39:12 touched False steps 490
39:13 touched False steps 490
39:14 touched False steps 490
39:15 touched False steps 490
39:16 touched False steps 490
39:17 touched False steps 490
39:18 touched False steps 490
39:19 touched False steps 490
39:20 touched False steps 490
39:21 touched False steps 490
39:22 touched False steps 490
39:23 touched False steps 490
39:24 touched False steps 490
39:25 touched False steps 490
39:26 touched False steps 490
39:27 touched False steps 490
39:28 touched False steps 490
39:29 touched False steps 490
39:30 touched False steps 490
39:31 touched False steps 490
39:32 touched False steps 490
39:33 touched False steps 490
39:34 touched False steps 490
39:35 touched True steps 415
39:36 touched True steps 407
39:37 touched True steps 405
39:38 touched True steps 401
39:39 touched True steps 399
39:40 touched True steps 399
39:41 touched True steps 396
39:42 touched True steps 400
39:43 touched True steps 401
39:44 touched True steps 403
39:45 touched True steps 408
39:46 touched True steps 413
39:47 touched True steps 419
39:48 touched True steps 423
39:49 touched True steps 428
39:50 touched True steps 431
Revolution 40
40:0 touched True steps 438
40:1 touched True steps 443
40:2 touched True steps 450
40:3 touched True steps 456
40:4 touched True steps 461
40:5 touched True steps 468
40:6 touched True steps 472
40:7 touched True steps 473
40:8 touched True steps 474
40:9 touched True steps 471
40:10 touched True steps 475
40:11 touched True steps 479
40:12 touched True steps 484
40:13 touched True steps 490
40:14 touched False steps 490
40:15 touched False steps 490
40:16 touched False steps 490
40:17 touched False steps 490
40:18 touched False steps 490
40:19 touched False steps 490
40:20 touched False steps 490
40:21 touched False steps 490
40:22 touched False steps 490
40:23 touched False steps 490
40:24 touched False steps 490
40:25 touched False steps 490
40:26 touched False steps 490
40:27 touched False steps 490
40:28 touched False steps 490
40:29 touched False steps 490
40:30 touched False steps 490
40:31 touched False steps 490
40:32 touched False steps 490
40:33 touched False steps 490
40:34 touched False steps 490
40:35 touched True steps 426
40:36 touched True steps 423
40:37 touched True steps 416
40:38 touched True steps 416
40:39 touched True steps 411
40:40 touched True steps 410
40:41 touched True steps 408
40:42 touched True steps 411
40:43 touched True steps 413
40:44 touched True steps 412
40:45 touched True steps 417
40:46 touched True steps 419
40:47 touched True steps 424
40:48 touched True steps 428
40:49 touched True steps 432
40:50 touched True steps 436
Revolution 41
41:0 touched True steps 439
41:1 touched True steps 443
41:2 touched True steps 443
41:3 touched True steps 446
41:4 touched True steps 449
41:5 touched True steps 454
41:6 touched True steps 457
41:7 touched True steps 458
41:8 touched True steps 463
41:9 touched True steps 467
41:10 touched True steps 473
41:11 touched False steps 490
41:12 touched False steps 490
41:13 touched False steps 490
41:14 touched False steps 490
41:15 touched False steps 490
41:16 touched False steps 490
41:17 touched False steps 490
41:18 touched False steps 490
41:19 touched False steps 490
41:20 touched False steps 490
41:21 touched False steps 490
41:22 touched False steps 490
41:23 touched False steps 490
41:24 touched False steps 490
41:25 touched False steps 490
41:26 touched False steps 490
41:27 touched False steps 490
41:28 touched False steps 490
41:29 touched False steps 490
41:30 touched False steps 490
41:31 touched False steps 490
41:32 touched False steps 490
41:33 touched False steps 490
41:34 touched False steps 490
41:35 touched False steps 490
41:36 touched False steps 490
41:37 touched False steps 490
41:38 touched True steps 425
41:39 touched True steps 420
41:40 touched True steps 414
41:41 touched True steps 404
41:42 touched True steps 400
41:43 touched True steps 403
41:44 touched True steps 404
41:45 touched True steps 408
41:46 touched True steps 409
41:47 touched True steps 414
41:48 touched True steps 417
41:49 touched True steps 422
41:50 touched True steps 441
Revolution 42
42:0 touched True steps 444
42:1 touched True steps 452
42:2 touched True steps 456
42:3 touched True steps 463
42:4 touched True steps 469
42:5 touched True steps 474
42:6 touched True steps 480
42:7 touched True steps 484
42:8 touched True steps 490
42:9 touched False steps 490
42:10 touched False steps 490
42:11 touched False steps 490
42:12 touched False steps 490
42:13 touched False steps 490
42:14 touched False steps 490
42:15 touched False steps 490
42:16 touched False steps 490
42:17 touched False steps 490
42:18 touched False steps 490
42:19 touched False steps 490
42:20 touched False steps 490
42:21 touched False steps 490
42:22 touched False steps 490
42:23 touched False steps 490
42:24 touched False steps 490
42:25 touched False steps 490
42:26 touched False steps 490
42:27 touched False steps 490
42:28 touched False steps 490
42:29 touched False steps 490
42:30 touched False steps 490
42:31 touched False steps 490
42:32 touched False steps 490
42:33 touched False steps 490
42:34 touched False steps 490
42:35 touched False steps 490
42:36 touched False steps 490
42:37 touched False steps 490
42:38 touched True steps 430
42:39 touched True steps 420
42:40 touched True steps 409
42:41 touched True steps 397
42:42 touched True steps 397
42:43 touched True steps 398
42:44 touched True steps 402
42:45 touched True steps 404
42:46 touched True steps 410
42:47 touched True steps 416
42:48 touched True steps 421
42:49 touched True steps 426
42:50 touched True steps 434
Revolution 43
43:0 touched True steps 440
43:1 touched True steps 446
43:2 touched True steps 454
43:3 touched True steps 463
43:4 touched True steps 468
43:5 touched True steps 474
43:6 touched True steps 479
43:7 touched True steps 482
43:8 touched True steps 487
